index,filename,config,einsteinR,ellipseratio,orientation,source,R,phi,sigma,sigma2,theta,n_sersic,luminosity,x,y
4043,image-004043.png,raysie,31.6093,0.4879,58.2336,SersicSphere,23.9094,357.8960,4.9504,7.9631,100.7760,1.3593,17.8326,23.8933,-0.8778
4044,image-004044.png,raysie,43.5132,0.5383,100.0282,SersicSphere,19.7064,182.9049,1.3689,1.0876,17.0721,1.4990,11.4761,-19.6811,-0.9987
4045,image-004045.png,raysie,13.5492,0.2273,41.9053,SersicSphere,11.9124,335.3949,3.4225,29.5401,44.4746,2.8176,19.0092,10.8307,-4.9598
4046,image-004046.png,raysie,21.8230,0.1602,112.3813,SersicSphere,9.0645,188.2771,2.6133,5.7630,78.4642,1.8508,11.3629,-8.9701,-1.3049
4047,image-004047.png,raysie,14.6541,0.7309,65.4935,SersicSphere,9.6320,151.9484,4.4723,24.6195,79.3019,3.5497,12.1243,-8.5005,4.5296
4048,image-004048.png,raysie,73.3560,0.4995,32.6138,SersicSphere,74.9960,32.3451,3.9697,34.7018,173.1683,3.5947,12.3354,63.3596,40.1242
4049,image-004049.png,raysie,4.7583,0.3608,101.4986,SersicSphere,4.3531,74.4166,4.0706,12.5212,172.8954,4.7365,17.7075,1.1694,4.1931
4050,image-004050.png,raysie,42.4927,0.5941,77.5404,SersicSphere,47.5353,152.4915,4.9241,25.2068,75.3586,1.2611,19.4752,-42.1610,21.9556
4051,image-004051.png,raysie,5.9363,0.6191,30.7983,SersicSphere,6.7852,68.1589,2.6140,26.8232,172.8726,2.2144,12.3448,2.5243,6.2981
4052,image-004052.png,raysie,30.0455,0.6576,120.4589,SersicSphere,21.4618,152.8266,2.9164,8.3386,169.3642,1.1380,10.8784,-19.0930,9.8013
4053,image-004053.png,raysie,18.3234,0.5429,65.3836,SersicSphere,15.0977,28.6886,4.3389,16.5214,2.3987,3.6568,12.3310,13.2443,7.2476
4054,image-004054.png,raysie,68.5704,0.1898,148.9584,SersicSphere,72.4421,44.3530,4.3475,29.9768,148.2584,3.3231,17.9940,51.7994,50.6426
4055,image-004055.png,raysie,19.3996,0.3081,127.7956,SersicSphere,21.1785,113.7967,1.1478,31.3794,134.3174,4.2829,11.7890,-8.5454,19.3780
4056,image-004056.png,raysie,61.0029,0.6041,20.6976,SersicSphere,42.2728,195.3207,1.7569,13.2321,1.0205,1.1742,18.8792,-40.7705,-11.1694
4057,image-004057.png,raysie,15.1509,0.6057,53.9987,SersicSphere,17.9221,169.3670,4.1115,28.4975,83.1673,3.4880,17.2654,-17.6143,3.3069
4058,image-004058.png,raysie,61.9738,0.7296,39.7125,SersicSphere,67.6950,234.7549,2.0630,29.0003,33.1836,2.5728,15.3140,-39.0651,-55.2859
4059,image-004059.png,raysie,47.1042,0.5017,112.1794,SersicSphere,50.5770,118.0471,3.9687,2.7294,88.3641,1.5902,12.6313,-23.7811,44.6373
4060,image-004060.png,raysie,21.1072,0.4974,5.1177,SersicSphere,2.6080,201.0308,1.6985,24.2749,48.0690,4.8757,15.0669,-2.4343,-0.9359
4061,image-004061.png,raysie,44.1974,0.5252,140.5185,SersicSphere,42.5558,236.2786,3.4587,5.3814,144.3112,4.5122,16.5170,-23.6251,-35.3957
4062,image-004062.png,raysie,14.0963,0.7247,39.0582,SersicSphere,5.0435,203.6777,4.0874,28.8583,32.1413,1.7158,14.0519,-4.6190,-2.0254
4063,image-004063.png,raysie,18.1461,0.7771,106.6237,SersicSphere,6.0324,174.2184,3.2716,17.5870,128.0841,2.4726,19.3286,-6.0017,0.6077
4064,image-004064.png,raysie,73.5677,0.4775,28.3995,SersicSphere,41.6041,268.8066,1.8785,12.6171,30.5032,1.3472,12.5203,-0.8665,-41.5951
4065,image-004065.png,raysie,20.4484,0.4731,87.3903,SersicSphere,5.1777,25.8246,3.5337,35.4959,72.5585,4.1497,15.8239,4.6606,2.2555
4066,image-004066.png,raysie,43.3844,0.6068,43.2877,SersicSphere,6.3524,311.4032,1.5686,23.8570,69.6329,4.1270,14.7569,4.2012,-4.7648
4067,image-004067.png,raysie,43.6673,0.2792,24.6786,SersicSphere,39.5908,313.9875,2.5403,12.5149,135.0367,1.3932,19.8320,27.4959,-28.4853
4068,image-004068.png,raysie,65.5841,0.8966,20.7495,SersicSphere,67.3812,184.2846,2.2986,27.0436,146.8929,3.8486,13.6145,-67.1929,-5.0341
4069,image-004069.png,raysie,67.5109,0.7235,122.5621,SersicSphere,16.9106,165.5561,1.7809,12.9955,144.6077,2.4032,19.2277,-16.3761,4.2181
4070,image-004070.png,raysie,50.2880,0.6029,52.5982,SersicSphere,55.9973,163.6317,4.7116,33.1298,168.1497,2.0735,17.8950,-53.7278,15.7806
4071,image-004071.png,raysie,2.6024,0.8507,40.2064,SersicSphere,1.4292,79.3491,3.8112,14.4324,119.4662,4.0612,14.6699,0.2641,1.4045
4072,image-004072.png,raysie,47.7655,0.5708,136.1519,SersicSphere,23.8464,140.8091,2.6947,35.6629,110.7308,4.1013,13.2724,-18.4820,15.0687
4073,image-004073.png,raysie,50.3410,0.3068,61.1197,SersicSphere,51.3152,324.4160,2.8417,6.4709,135.7543,2.2100,13.4043,41.7328,-29.8601
4074,image-004074.png,raysie,73.8910,0.1949,71.0135,SersicSphere,70.7267,359.9078,2.6768,33.4542,20.9640,2.2659,13.5383,70.7266,-0.1139
4075,image-004075.png,raysie,4.0703,0.1687,64.5842,SersicSphere,2.9832,16.2999,3.2793,8.3044,150.8270,1.9222,14.6710,2.8633,0.8373
4076,image-004076.png,raysie,3.7136,0.7847,0.4045,SersicSphere,3.6018,340.1003,4.8228,28.6519,170.0485,4.9736,13.2775,3.3867,-1.2259
4077,image-004077.png,raysie,14.2270,0.6902,35.4890,SersicSphere,13.3285,296.3848,4.1413,3.7859,106.5041,1.1164,13.6754,5.9232,-11.9401
4078,image-004078.png,raysie,10.7926,0.6943,175.5315,SersicSphere,1.5849,302.2641,1.2426,25.2322,45.6739,3.3530,14.7102,0.8461,-1.3402
4079,image-004079.png,raysie,10.4484,0.5552,2.1127,SersicSphere,6.8428,313.9720,1.1429,31.1268,64.6884,2.9385,16.3544,4.7510,-4.9246
4080,image-004080.png,raysie,48.2810,0.8556,52.6878,SersicSphere,10.5544,143.8229,1.0978,32.7025,110.1506,2.0723,17.3252,-8.5195,6.2301
4081,image-004081.png,raysie,38.4768,0.7503,129.1426,SersicSphere,3.3122,68.4338,3.6524,19.1658,15.2653,3.8708,11.7300,1.2175,3.0803
4082,image-004082.png,raysie,13.8758,0.5123,167.7977,SersicSphere,10.6855,211.2533,4.8143,28.2006,0.4192,1.4329,18.4349,-9.1349,-5.5439
4083,image-004083.png,raysie,66.9657,0.7350,49.3881,SersicSphere,75.9462,338.0177,1.5387,12.9463,22.6149,4.4025,10.6650,70.4249,-28.4282
4084,image-004084.png,raysie,34.8093,0.5493,37.3433,SersicSphere,30.4728,48.4586,3.9506,32.3338,63.2160,3.9899,10.0914,20.2084,22.8082
4085,image-004085.png,raysie,31.0242,0.1684,60.8061,SersicSphere,22.8132,316.7943,3.4089,8.4495,141.1470,4.5500,12.3205,16.6286,-15.6184
4086,image-004086.png,raysie,19.8550,0.1282,117.9590,SersicSphere,22.4597,9.2218,3.9406,23.6271,46.1613,1.6977,13.9300,22.1694,3.5993
4087,image-004087.png,raysie,10.6658,0.2992,83.8283,SersicSphere,11.8343,330.0883,1.2789,24.0533,136.8934,3.4574,17.5725,10.2579,-5.9014
4088,image-004088.png,raysie,43.5358,0.8297,117.1816,SersicSphere,40.3999,165.2016,4.5053,30.2957,130.0959,3.9582,15.2690,-39.0599,10.3189
4089,image-004089.png,raysie,33.0605,0.3194,162.0062,SersicSphere,19.4843,303.4078,4.8644,32.5140,47.2079,3.8679,19.9688,10.7280,-16.2650
4090,image-004090.png,raysie,72.3811,0.6238,102.1162,SersicSphere,4.8234,140.6656,1.5951,8.7165,64.6660,1.4732,17.0848,-3.7307,3.0573
4091,image-004091.png,raysie,46.2174,0.5345,82.9621,SersicSphere,37.6286,202.0010,3.7845,39.6584,87.9641,4.5508,14.4070,-34.8884,-14.0965
4092,image-004092.png,raysie,72.6188,0.7794,29.8502,SersicSphere,13.9717,290.3045,1.5898,11.9635,111.1068,1.0634,16.3148,4.8483,-13.1036
4093,image-004093.png,raysie,54.6148,0.5279,143.6671,SersicSphere,8.7466,168.1623,3.9632,13.6667,124.1260,1.7803,18.8252,-8.5606,1.7943
4094,image-004094.png,raysie,34.1578,0.2792,52.9050,SersicSphere,18.2242,328.4087,2.5088,23.9425,135.0079,1.4658,18.6326,15.5235,-9.5468
4095,image-004095.png,raysie,60.4261,0.8374,125.0959,SersicSphere,30.2843,299.9614,1.0609,34.7369,144.0264,2.3072,17.8876,15.1244,-26.2372
4096,image-004096.png,raysie,26.6100,0.5535,43.5677,SersicSphere,4.3776,286.1547,4.5989,38.8992,7.1954,3.9460,12.2761,1.2180,-4.2047
4097,image-004097.png,raysie,47.9803,0.5940,49.5206,SersicSphere,34.6959,347.9100,2.9623,11.7954,44.1639,2.6928,16.3031,33.9263,-7.2670
4098,image-004098.png,raysie,35.5015,0.1091,169.7014,SersicSphere,11.6416,43.6175,4.5421,24.0453,29.4451,2.5365,18.5240,8.4280,8.0308
4099,image-004099.png,raysie,12.4284,0.8095,48.1085,SersicSphere,13.2664,44.4164,2.9266,15.5137,132.0133,2.4127,12.9675,9.4758,9.2847
4100,image-004100.png,raysie,67.5912,0.6872,111.7437,SersicSphere,56.8977,85.0814,3.9615,39.8660,93.7393,2.8906,12.8377,4.8785,56.6882
4101,image-004101.png,raysie,62.6220,0.1261,95.9871,SersicSphere,63.0311,237.6003,4.5418,32.0704,117.7371,1.4465,15.7164,-33.7734,-53.2191
4102,image-004102.png,raysie,74.9212,0.4145,126.7944,SersicSphere,8.6946,318.6680,4.8837,27.4701,15.1010,2.5969,11.0086,6.5288,-5.7421
4103,image-004103.png,raysie,66.4181,0.8150,109.9880,SersicSphere,15.4489,350.5817,1.3617,21.4471,76.1448,1.1202,16.3923,15.2406,-2.5281
4104,image-004104.png,raysie,17.7950,0.7300,28.3205,SersicSphere,8.1959,286.4656,3.3981,20.1601,161.0902,3.1233,19.6027,2.3230,-7.8598
4105,image-004105.png,raysie,8.9046,0.8574,81.1654,SersicSphere,8.6836,256.1524,1.9597,3.1694,27.2322,1.5953,16.1246,-2.0783,-8.4312
4106,image-004106.png,raysie,38.2989,0.3855,104.4687,SersicSphere,30.7430,341.7165,1.2447,1.5674,132.3525,3.1337,14.2503,29.1910,-9.6446
4107,image-004107.png,raysie,5.7685,0.2175,115.6209,SersicSphere,6.1080,59.4469,2.6268,32.2705,67.3460,4.4569,10.4525,3.1049,5.2599
4108,image-004108.png,raysie,26.3221,0.8474,147.1826,SersicSphere,27.5586,49.3203,2.7072,33.3025,132.7911,3.1041,19.5506,17.9635,20.8995
4109,image-004109.png,raysie,33.5035,0.1949,69.9793,SersicSphere,28.7775,29.2636,2.2026,29.0408,2.2605,3.5012,16.4868,25.1049,14.0673
4110,image-004110.png,raysie,13.2605,0.8728,37.7991,SersicSphere,12.4838,240.1377,4.5844,14.0696,92.5129,4.0973,15.7614,-6.2159,-10.8263
4111,image-004111.png,raysie,2.7313,0.4066,10.9820,SersicSphere,2.4041,266.2444,1.8962,27.9602,81.0325,1.2801,16.3558,-0.1575,-2.3989
4112,image-004112.png,raysie,3.9365,0.1644,135.0543,SersicSphere,4.4310,311.5009,3.4616,16.2403,70.5526,4.0860,11.3067,2.9362,-3.3186
4113,image-004113.png,raysie,73.3277,0.2236,9.9803,SersicSphere,30.0172,319.2779,2.2851,15.7881,122.6518,2.4822,16.0219,22.7496,-19.5830
4114,image-004114.png,raysie,53.9938,0.7847,4.8754,SersicSphere,16.7841,293.9126,3.5117,22.7208,72.3089,3.4321,12.7385,6.8033,-15.3434
4115,image-004115.png,raysie,47.9154,0.5776,81.3086,SersicSphere,7.5221,295.3025,3.7449,15.2783,178.5384,1.4116,19.5090,3.2149,-6.8005
4116,image-004116.png,raysie,55.9643,0.1329,24.5688,SersicSphere,28.3363,275.3981,1.1164,32.8299,172.4346,1.3933,19.1378,2.6657,-28.2106
4117,image-004117.png,raysie,9.8167,0.6527,34.9688,SersicSphere,9.3850,218.2565,1.3760,11.6404,3.0347,4.6510,16.2191,-7.3695,-5.8110
4118,image-004118.png,raysie,23.4883,0.5493,164.8095,SersicSphere,26.3122,50.0769,2.5306,21.0146,64.1262,3.1707,13.2058,16.8861,20.1790
4119,image-004119.png,raysie,4.4598,0.7247,133.8452,SersicSphere,1.6976,184.0803,2.6152,38.1832,79.7917,4.4727,17.0005,-1.6933,-0.1208
4120,image-004120.png,raysie,11.8676,0.2585,58.1020,SersicSphere,6.7007,293.3139,3.8807,36.3312,154.2710,2.2236,19.8594,2.6519,-6.1535
4121,image-004121.png,raysie,72.1882,0.2045,76.9692,SersicSphere,44.2161,262.2431,3.2933,12.7575,75.7289,2.3533,12.3958,-5.9679,-43.8115
4122,image-004122.png,raysie,60.2368,0.8958,97.8587,SersicSphere,53.1520,284.5475,1.9261,34.5576,166.1900,2.6820,13.6836,13.3509,-51.4479
4123,image-004123.png,raysie,74.0406,0.6774,52.1139,SersicSphere,67.3700,359.7567,2.9382,18.8734,1.4049,4.4655,17.6893,67.3694,-0.2860
4124,image-004124.png,raysie,45.8792,0.5334,107.7795,SersicSphere,50.2543,123.7376,3.2149,15.1891,78.3420,1.2837,13.7345,-27.9108,41.7909
4125,image-004125.png,raysie,71.8469,0.6495,89.7493,SersicSphere,31.7905,205.1497,3.3331,37.5569,115.5275,2.3182,14.1513,-28.7768,-13.5105
4126,image-004126.png,raysie,16.1542,0.3204,134.2579,SersicSphere,17.5657,117.1819,3.8608,31.9578,125.7459,4.3534,13.8395,-8.0243,15.6258
4127,image-004127.png,raysie,67.9613,0.5376,43.3191,SersicSphere,25.4875,355.6776,3.0805,1.0794,32.1609,3.8312,18.4405,25.4150,-1.9210
4128,image-004128.png,raysie,15.4284,0.3851,30.1837,SersicSphere,17.9405,319.1150,1.0498,26.8383,54.4623,2.2021,19.2247,13.5634,-11.7428
4129,image-004129.png,raysie,36.8552,0.5447,124.8069,SersicSphere,9.4175,237.9603,1.0766,6.4352,156.2241,1.1050,13.3798,-4.9961,-7.9831
4130,image-004130.png,raysie,67.2464,0.5741,16.5805,SersicSphere,54.3713,54.0638,1.7230,29.3641,56.1843,1.2254,19.6095,31.9096,44.0229
4131,image-004131.png,raysie,52.7391,0.3871,106.4711,SersicSphere,54.1848,11.8211,1.1828,35.6934,45.5985,3.4897,14.0557,53.0356,11.1001
4132,image-004132.png,raysie,71.3784,0.8986,127.2234,SersicSphere,84.0061,329.4819,1.8204,28.5254,62.7031,4.3796,12.4654,72.3687,-42.6592
4133,image-004133.png,raysie,37.7095,0.4198,155.9827,SersicSphere,27.4141,44.9310,3.3791,13.0100,158.9097,4.1973,10.7574,19.4080,19.3613
4134,image-004134.png,raysie,28.4261,0.8698,168.8270,SersicSphere,30.0294,264.6091,1.0362,24.0253,133.0058,2.7986,14.3690,-2.8213,-29.8966
4135,image-004135.png,raysie,57.3420,0.2324,14.0527,SersicSphere,17.6828,227.5960,1.7970,22.4890,53.0981,2.3265,10.8704,-11.9245,-13.0572
4136,image-004136.png,raysie,68.2567,0.4573,157.9771,SersicSphere,49.8319,176.9717,4.9003,9.0972,95.7761,3.4631,15.8276,-49.7623,2.6326
4137,image-004137.png,raysie,12.3203,0.4733,17.8154,SersicSphere,10.7017,159.9251,1.6447,9.8095,33.9143,4.2545,19.5930,-10.0515,3.6733
4138,image-004138.png,raysie,13.0909,0.2534,151.4475,SersicSphere,4.8114,195.2712,4.8738,28.7089,41.1295,2.2032,18.7837,-4.6415,-1.2673
4139,image-004139.png,raysie,74.6162,0.3941,168.4976,SersicSphere,6.2491,340.2244,2.8022,21.6349,168.9976,2.2442,13.0791,5.8806,-2.1143
4140,image-004140.png,raysie,46.4517,0.4816,87.5054,SersicSphere,17.3502,334.2706,4.4218,16.6033,169.3746,4.9413,16.5873,15.6300,-7.5321
4141,image-004141.png,raysie,47.0275,0.2295,166.1491,SersicSphere,11.6011,229.1368,4.9126,32.2383,136.9063,3.8697,18.3701,-7.5900,-8.7736
4142,image-004142.png,raysie,37.3256,0.2949,0.0799,SersicSphere,21.2296,345.3810,3.7109,23.7607,69.1261,3.1057,17.0817,20.5423,-5.3581
4143,image-004143.png,raysie,15.7323,0.1320,2.2962,SersicSphere,12.8712,203.7959,4.6835,32.3233,84.3307,3.0567,10.9200,-11.7770,-5.1933
4144,image-004144.png,raysie,50.6056,0.5939,119.6200,SersicSphere,47.6730,75.8420,3.6160,5.3465,96.7217,2.1200,19.8372,11.6606,46.2249
4145,image-004145.png,raysie,57.0443,0.1658,83.6852,SersicSphere,16.0991,71.4419,3.2450,1.7889,60.2827,3.2053,17.0651,5.1238,15.2620
4146,image-004146.png,raysie,68.2754,0.7396,0.3085,SersicSphere,69.7548,19.7194,1.9561,16.7376,47.7289,4.4273,17.7551,65.6642,23.5362
4147,image-004147.png,raysie,30.4186,0.8980,94.6348,SersicSphere,21.8109,275.0627,3.3002,5.3226,27.1299,2.5205,15.2291,1.9247,-21.7258
4148,image-004148.png,raysie,72.0453,0.5867,164.1120,SersicSphere,45.8967,288.3468,2.6440,4.8745,105.1982,3.8512,18.0837,14.4468,-43.5637
4149,image-004149.png,raysie,32.0391,0.1335,161.8962,SersicSphere,33.5596,194.1426,3.5471,7.4839,76.2941,1.6210,12.5474,-32.5424,-8.1998
4150,image-004150.png,raysie,37.4950,0.2494,101.3150,SersicSphere,37.8386,307.8497,4.5133,1.9402,89.4592,2.6536,17.6147,23.2175,-29.8782
4151,image-004151.png,raysie,37.9355,0.7477,68.6087,SersicSphere,24.9820,230.6810,4.0189,34.2832,40.7830,1.9018,17.6770,-15.8295,-19.3268
4152,image-004152.png,raysie,41.7112,0.2502,43.0680,SersicSphere,48.8208,311.3983,1.6635,30.8131,58.2335,1.2042,13.5021,32.2846,-36.6220
4153,image-004153.png,raysie,4.6674,0.6812,133.8927,SersicSphere,2.4611,216.6727,2.6944,19.2815,170.0173,4.8607,13.8465,-1.9740,-1.4699
4154,image-004154.png,raysie,66.9796,0.1594,45.2047,SersicSphere,55.3461,12.5575,1.1560,14.9243,140.0433,4.8955,12.5511,54.0221,12.0333
4155,image-004155.png,raysie,9.3745,0.3188,116.9806,SersicSphere,9.4859,99.6688,4.4069,14.7713,167.9765,1.2862,10.9533,-1.5932,9.3511
4156,image-004156.png,raysie,51.0105,0.6676,46.2881,SersicSphere,46.3407,197.7572,3.8740,15.0025,15.8292,2.2131,18.5127,-44.1329,-14.1331
4157,image-004157.png,raysie,34.9857,0.6895,168.5639,SersicSphere,37.1362,345.8772,2.7852,2.0699,20.4248,3.9555,18.3356,36.0138,-9.0613
4158,image-004158.png,raysie,35.1771,0.8984,112.3645,SersicSphere,17.1229,191.6262,2.9238,4.2427,5.4332,4.2797,11.1876,-16.7716,-3.4507
4159,image-004159.png,raysie,11.3401,0.1356,56.5325,SersicSphere,3.5019,334.3143,3.0961,34.6445,85.0613,3.0606,10.4364,3.1559,-1.5178
4160,image-004160.png,raysie,31.8243,0.2242,129.0936,SersicSphere,30.5374,115.2884,2.2702,5.3295,137.8935,2.9985,14.2248,-13.0448,27.6110
4161,image-004161.png,raysie,66.7430,0.3970,178.2675,SersicSphere,51.2703,197.2024,3.7724,3.5948,171.6710,4.0451,15.7741,-48.9767,-15.1630
4162,image-004162.png,raysie,45.9344,0.6203,126.1848,SersicSphere,17.8100,114.3087,1.6088,10.0118,96.2825,2.5302,19.2476,-7.3315,16.2309
4163,image-004163.png,raysie,12.9966,0.2088,72.0487,SersicSphere,6.9681,356.8900,2.1671,21.3909,72.1634,2.7903,15.0502,6.9578,-0.3780
4164,image-004164.png,raysie,45.6730,0.3200,101.9440,SersicSphere,40.3146,106.8565,1.3779,39.5190,158.9137,3.2577,14.7119,-11.6902,38.5824
4165,image-004165.png,raysie,29.4004,0.1179,94.9539,SersicSphere,19.2638,232.8813,2.4169,34.9050,12.4666,2.6795,14.9442,-11.6251,-15.3607
4166,image-004166.png,raysie,70.8105,0.3179,143.6017,SersicSphere,4.0624,309.5353,4.7636,31.0410,155.0321,1.3199,18.8034,2.5859,-3.1331
4167,image-004167.png,raysie,62.3902,0.8430,67.4309,SersicSphere,57.6633,13.2705,4.9485,35.4940,101.2570,3.1734,14.3761,56.1235,13.2366
4168,image-004168.png,raysie,8.6979,0.7695,80.1673,SersicSphere,1.3106,189.8262,3.4894,30.4602,5.0598,2.1510,12.6645,-1.2914,-0.2237
4169,image-004169.png,raysie,55.6795,0.7058,28.4122,SersicSphere,26.9132,63.2933,4.3695,23.9235,172.7961,2.4766,14.7735,12.0954,24.0421
4170,image-004170.png,raysie,43.7662,0.3727,120.0663,SersicSphere,52.3867,6.4962,4.9490,30.1101,84.1088,2.0982,15.1692,52.0503,5.9269
4171,image-004171.png,raysie,36.6987,0.1890,63.4326,SersicSphere,2.0536,326.1079,2.3763,15.6613,0.1947,3.1025,12.4972,1.7047,-1.1452
4172,image-004172.png,raysie,48.1388,0.5698,26.0322,SersicSphere,5.7933,276.0051,2.6176,27.7518,149.0142,3.6751,14.3997,0.6061,-5.7615
4173,image-004173.png,raysie,30.1371,0.2859,55.2197,SersicSphere,28.3857,348.8530,4.6112,14.9221,117.4582,1.2181,11.0340,27.8502,-5.4877
4174,image-004174.png,raysie,28.4547,0.4627,9.7465,SersicSphere,33.4781,294.9719,3.8467,8.9987,166.5465,4.7813,16.8821,14.1336,-30.3484
4175,image-004175.png,raysie,49.9675,0.5453,28.5678,SersicSphere,53.9658,291.2680,1.2761,24.0553,143.6478,4.8056,11.8604,19.5750,-50.2904
4176,image-004176.png,raysie,13.9346,0.2139,96.6847,SersicSphere,1.6250,272.8504,4.4516,11.8158,109.6334,3.2174,17.0115,0.0808,-1.6230
4177,image-004177.png,raysie,65.4275,0.2527,36.8585,SersicSphere,41.8486,309.8512,3.6491,11.5193,146.6974,1.4329,17.9676,26.8164,-32.1276
4178,image-004178.png,raysie,55.9749,0.5042,0.2212,SersicSphere,11.8165,107.2520,2.5978,13.6546,142.5972,2.6033,10.2388,-3.5045,11.2849
4179,image-004179.png,raysie,55.1522,0.2057,97.9001,SersicSphere,8.9084,301.8462,3.8789,24.0517,155.0160,1.0369,13.3188,4.7004,-7.5674
4180,image-004180.png,raysie,30.6384,0.2390,139.1922,SersicSphere,21.5820,200.2614,4.9607,9.2158,165.2041,3.4553,14.2959,-20.2466,-7.4739
4181,image-004181.png,raysie,53.5937,0.5775,43.2438,SersicSphere,39.6199,288.3380,2.1727,13.0350,127.6660,4.4490,16.7242,12.4653,-37.6079
4182,image-004182.png,raysie,66.4707,0.8333,62.8175,SersicSphere,32.5578,19.9380,4.6565,24.7941,107.5861,2.4795,14.6126,30.6063,11.1023
4183,image-004183.png,raysie,45.4165,0.3151,79.9293,SersicSphere,36.1089,289.0653,4.7320,37.7532,74.8611,4.4907,18.8273,11.7948,-34.1282
4184,image-004184.png,raysie,41.2157,0.2272,51.5048,SersicSphere,24.3502,113.0057,2.2173,37.3907,125.7116,3.0534,15.8219,-9.5166,22.4135
4185,image-004185.png,raysie,49.0367,0.4253,0.1124,SersicSphere,27.8313,274.7033,4.4359,14.5775,126.5213,2.4826,13.4205,2.2820,-27.7376
4186,image-004186.png,raysie,23.4621,0.1104,68.4043,SersicSphere,1.2943,78.4175,1.7458,14.4036,113.2824,1.3820,12.9262,0.2599,1.2680
4187,image-004187.png,raysie,56.9742,0.4840,38.0330,SersicSphere,39.4964,234.8899,3.6450,14.3192,86.0744,2.0952,19.8984,-22.7163,-32.3099
4188,image-004188.png,raysie,3.6093,0.6935,66.9115,SersicSphere,1.0676,226.5530,1.6196,25.3209,63.6140,1.7894,17.4351,-0.7342,-0.7751
4189,image-004189.png,raysie,39.8845,0.7210,34.3629,SersicSphere,30.7892,327.5678,2.2989,15.3082,115.9087,1.7555,11.9305,25.9869,-16.5123
4190,image-004190.png,raysie,48.7863,0.6915,125.3115,SersicSphere,22.3541,87.0728,1.9995,13.9604,81.6528,1.3243,11.4113,1.1416,22.3249
4191,image-004191.png,raysie,19.7004,0.1126,103.1315,SersicSphere,20.4167,76.8705,2.7354,27.9673,66.3795,2.6471,17.9362,4.6377,19.8830
4192,image-004192.png,raysie,28.8405,0.5335,83.0645,SersicSphere,25.5895,275.6166,3.8469,5.2180,163.3879,4.4698,16.3948,2.5045,-25.4667
4193,image-004193.png,raysie,69.8642,0.4363,30.2149,SersicSphere,15.3156,327.6769,2.5244,32.4390,16.6122,2.9381,16.0837,12.9424,-8.1892
4194,image-004194.png,raysie,29.2457,0.1462,61.0168,SersicSphere,32.9491,191.2520,3.6946,8.9385,11.0451,2.0529,12.4211,-32.3158,-6.4292
4195,image-004195.png,raysie,58.0834,0.4439,131.7055,SersicSphere,13.8436,60.6444,2.4823,39.9630,104.1986,1.1356,12.9174,6.7865,12.0660
4196,image-004196.png,raysie,16.6759,0.3999,97.3764,SersicSphere,3.7301,237.9145,4.0727,30.7196,125.3666,3.3581,17.5381,-1.9814,-3.1604
4197,image-004197.png,raysie,8.3461,0.2935,77.8349,SersicSphere,3.4858,331.1988,3.3327,3.2715,73.8374,1.9676,19.5359,3.0546,-1.6793
4198,image-004198.png,raysie,35.0286,0.5250,33.1118,SersicSphere,16.0477,82.8446,4.1491,35.0998,22.6530,4.6582,13.2668,1.9989,15.9227
4199,image-004199.png,raysie,61.3180,0.2027,161.2232,SersicSphere,67.0745,272.2237,3.2042,32.3687,25.8744,2.4764,18.8152,2.6025,-67.0240
4200,image-004200.png,raysie,18.7797,0.4942,130.9056,SersicSphere,10.7260,134.6507,3.9162,23.3390,73.8844,3.1184,19.6458,-7.5380,7.6305
4201,image-004201.png,raysie,59.0867,0.7253,40.8621,SersicSphere,60.9761,322.0036,1.3097,18.7507,146.5042,1.1020,18.1922,48.0522,-37.5376
4202,image-004202.png,raysie,3.7812,0.8932,74.6172,SersicSphere,1.9686,156.1193,4.7732,33.1177,103.0394,3.0815,18.1575,-1.8001,0.7970
4203,image-004203.png,raysie,20.6372,0.3931,118.0535,SersicSphere,6.7080,256.7293,2.3750,21.1456,160.4556,1.8860,10.5698,-1.5398,-6.5289
4204,image-004204.png,raysie,41.1838,0.4025,34.5555,SersicSphere,11.8698,18.9121,1.0502,38.2190,29.1896,2.6024,10.3389,11.2290,3.8472
4205,image-004205.png,raysie,9.1025,0.7183,43.4509,SersicSphere,2.0182,125.3357,4.8765,30.9288,92.5574,1.7122,13.4719,-1.1673,1.6464
4206,image-004206.png,raysie,49.1289,0.7024,156.8438,SersicSphere,41.2583,160.6648,3.8474,13.5388,111.5492,4.2249,11.4913,-38.9312,13.6604
4207,image-004207.png,raysie,46.2875,0.8912,74.3103,SersicSphere,30.8623,69.7294,2.1622,11.2090,134.9823,2.4463,14.6132,10.6924,28.9509
4208,image-004208.png,raysie,47.9606,0.7471,110.4147,SersicSphere,56.2631,274.6846,4.5534,7.5495,97.1720,3.0770,10.6820,4.5950,-56.0752
4209,image-004209.png,raysie,61.0818,0.7113,109.4141,SersicSphere,55.4224,218.1795,2.7324,29.5792,43.6777,3.8005,11.8817,-43.5663,-34.2581
4210,image-004210.png,raysie,10.1506,0.5870,68.9823,SersicSphere,8.8742,197.9649,4.7207,20.6502,121.6433,2.6552,18.3808,-8.4416,-2.7371
4211,image-004211.png,raysie,59.8827,0.3712,98.5109,SersicSphere,46.1964,274.1620,4.9739,35.0531,5.4651,2.9751,13.6776,3.3528,-46.0745
